Date,AAPL,AXP,BA,CAT,CSCO,CVS,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
10/12/2018,222.11,103,360.11,142.07,45.71,74.58,112.61,#N/A N/A,213.87,192.47,140.85,44.88,133.87,106.95,44.68,163.82,198.23,69.81,109.57,75.91,43.78,79.06,123.65,259.61,129.63,140.06,53.73,73.5,94.81,81.38
10/15/2018,217.36,102.62,358.88,141.8,44.67,73.06,113.44,#N/A N/A,215.22,191.17,141.13,44.53,133.95,106.34,44.91,163.67,198.94,69.46,107.6,74.99,43.12,80.13,123.39,260.25,130.33,137.23,53.6,74.72,93.82,80.82
10/16/2018,222.15,104.27,368.25,143.71,45.82,73.72,116.19,#N/A N/A,221.7,193.58,145.12,45.94,136.56,108.62,45.49,164.07,202.33,71.22,111,77.48,43.93,81.01,124.75,272.57,132.51,141.74,53.7,76.28,95.81,81.2
10/17/2018,221.19,104.34,365.5,141.34,45.94,74.36,117.13,#N/A N/A,228.28,185.17,134.05,45.89,139.46,109.83,45.86,166.77,202.93,71.82,110.71,76.48,44.57,81.86,126.44,267.3,130.07,142.45,53.96,76.98,96.56,81.5
10/18/2018,216.02,102.84,359.35,135.8,45.46,74.53,116.18,#N/A N/A,224.95,180.44,130.55,44.97,139.5,108.09,45.61,166.81,200.38,72.21,108.5,75.6,44,80.24,125.14,266.81,128.94,139.29,54.65,76.58,96.17,81.85
10/19/2018,219.31,106.73,356.26,131.32,45.34,74.18,118.9,#N/A N/A,226.96,179.85,129.1,44,139.05,107.91,46.33,167.49,199.85,72.35,108.66,74.21,44.5,87.3,126.07,265.3,128.68,140.08,54.9,77.35,97.15,81.97
10/22/2018,220.65,104.51,355.98,128.71,45.76,72.84,118.27,#N/A N/A,221.6,178.75,130.02,45.01,138.68,106.36,45.97,166.63,201.36,72.57,109.63,74.9,44.37,86.6,124.07,262.19,126.4,140.64,54.98,77.65,97.14,81.15
10/23/2018,222.73,104.38,350.05,118.98,45.42,72.45,117.85,#N/A N/A,218.56,178.53,131.21,44.5,138.93,105.25,46.36,177.15,192.55,72.1,108.1,73.35,44.1,87.16,123.8,264.86,130.02,139.12,57.21,77.26,97.8,79.84
10/24/2018,215.09,101.84,354.65,112.34,44.07,69.81,111.61,#N/A N/A,209.18,176.97,127.21,42.42,137.47,103.29,46.73,177.35,184.54,70.54,102.32,72.12,42.48,89.46,121.56,256.32,122.07,134.26,57.42,74.2,97.56,77.62
10/25/2018,219.8,103.6,363.77,115.63,45.47,70.67,114.16,#N/A N/A,214.01,179.07,126.45,44.31,138.47,104.86,46.51,175.31,184.99,69.96,108.3,73.1,43.41,89,121.24,264.24,124.4,140.52,56.43,75.74,99.18,78.31
10/26/2018,216.3,101.25,359.27,115.05,44.25,70.12,113.19,#N/A N/A,212.36,172.23,124.79,45.69,136.97,103.42,45.92,173.34,184.95,70.4,106.96,72.07,42.6,87.86,121.29,258.18,123.23,137.74,55.51,76.23,98.94,77.53
10/29/2018,212.24,101.19,335.59,113.98,43.84,70.54,113.04,#N/A N/A,214.49,173.2,119.64,45.4,137.55,104.85,46.46,173.23,185.79,71.45,103.85,72.19,43.23,88.24,122.32,256.52,121.09,134.33,56.48,76.82,99.8,77.05
10/30/2018,213.3,102.08,349.91,117.46,44.58,72.39,114.76,#N/A N/A,219.28,176.24,115.4,47.76,140.75,106.7,47.63,178.49,189.81,72.87,103.73,74.51,42.89,89.19,125.87,258.28,122.62,132.76,58.18,78.8,102.42,78.78
10/31/2018,218.86,102.73,354.86,121.32,45.75,72.39,114.83,#N/A N/A,225.37,175.88,115.43,46.88,139.99,109.02,47.88,176.9,190.26,73.61,106.81,75.04,43.06,88.68,125.13,261.35,124.21,137.85,57.09,79.77,100.28,79.68
11/1/2018,222.22,104.04,363.07,124.7,45.65,74.41,116.1,#N/A N/A,226.97,180.46,116.83,48.22,140.82,108.98,47.74,174.88,192.22,73.12,105.92,76.79,43.67,89.59,125.2,260.93,127.58,140.83,56.05,79.9,100.58,80.67
11/2/2018,207.48,103.71,357.75,125.79,45.48,73.09,115.18,#N/A N/A,229.69,179.93,115.67,47.11,140.68,108.38,48,176.75,192.81,72.27,106.16,76.58,42.93,89.81,124.9,261.01,127.43,139.78,56.63,79.3,101.34,81.95
11/5/2018,201.59,105.21,361.98,126.41,46.14,73.69,115.45,#N/A N/A,228.72,182.19,120.06,47.97,142.2,109.09,48.69,180.39,193.25,73.12,107.51,77.53,43.52,91.2,126.53,261.01,127.25,139.8,57.21,79.97,102.91,81.64
11/6/2018,203.77,104.98,366.47,129.33,46.5,77.9,116.71,#N/A N/A,228.2,182.01,123.12,47.25,142.57,109.6,49.11,182.71,195.3,73.31,107.72,76.57,43.01,91.51,128.6,263.54,127.94,140.79,57.21,80.6,103.33,81.99
11/7/2018,209.95,107.31,372.02,135.1,47.9,78.77,117.05,#N/A N/A,231.28,187.23,124.84,48.72,144.75,111.48,49.37,184.25,201.29,75.08,111.96,77.97,44.4,91.29,130.28,274.63,130.55,144.78,57.65,81.91,104.32,83.03
11/8/2018,208.49,108.5,370.77,131.39,48.44,80.05,116,#N/A N/A,231.65,188,123.38,48.99,145.3,112.38,49.33,185.48,204.07,75.48,111.75,77.78,43.85,91.36,130.99,276.65,131.34,145.23,58.27,82.44,104.88,81.71
11/9/2018,204.47,108.28,369.34,126.91,47.11,79.83,118,#N/A N/A,222.65,185.99,123.54,48.11,145.34,111.29,49.68,185.94,201.1,74.86,109.57,76.36,44.28,92.41,131.03,276.55,130.71,143.93,58.46,82.39,105.56,80.87
11/12/2018,194.17,106.49,357.03,125,45.62,80.34,116.7,#N/A N/A,206.05,179.43,120.9,46.65,145.62,108.95,49.87,184.37,197.04,74.69,106.87,75.1,44.11,92.7,127.04,272.38,128.3,139.72,58.72,81.81,103.87,79.83
11/13/2018,192.23,107.86,349.51,125.96,45.12,80.8,116.85,#N/A N/A,205.05,179,120.84,47.39,144.68,109.59,49.86,184.01,198.37,74.61,106.94,75.2,43.52,93.47,126.81,269.22,129.12,139.72,58.66,81.92,102.94,78
11/14/2018,186.8,107.77,344.72,125.1,44.33,79.92,117.12,#N/A N/A,202.49,179.9,120.2,47.09,144.25,107.33,49.76,183.85,198.06,74.09,104.97,75.2,42.91,93.49,123.04,264.96,128.89,139.49,58.94,81.52,101.53,77.39
11/15/2018,191.41,109.6,341.57,129.42,46.77,79.84,117.11,#N/A N/A,203.74,177.36,121.44,48.11,144.5,110.07,49.74,183.56,204.91,74.84,107.28,74.33,43.21,93.83,125.59,264.94,129.73,141.84,59.08,82.29,99.54,78.19
11/16/2018,193.53,109.46,335.95,129.96,46.35,79.33,116.19,#N/A N/A,202.12,177.02,121.57,48.83,145.99,109.99,50.17,187.59,209,76.06,108.29,74.74,43.51,93.82,128.77,271.11,130.13,140.18,60.21,82.52,97.69,78.96
11/19/2018,185.86,108.25,320.94,125.98,45.75,78.55,115.42,#N/A N/A,198.22,173.59,120.31,48,147.73,110.83,50.51,186.72,205.58,76.35,104.62,72.52,44.18,93.29,130.52,266.05,127.85,134.76,60.62,81.92,96.78,79.22
11/20/2018,176.98,106.09,317.7,122.27,44.49,75.52,111.87,#N/A N/A,191.34,169.05,117.2,47.39,146.45,108.45,49.38,183.71,200.51,74.78,101.71,71.12,43.53,92.1,128.37,261.5,126,133.37,59.46,79.79,94.16,76.97
11/21/2018,176.78,106.5,317.32,123.87,44.89,75.09,113.03,#N/A N/A,192.6,169.3,118.57,47.03,141.99,107.64,48.73,182.72,198.69,74.79,103.11,72.37,43.1,91.41,127.76,260.55,125.71,134.42,59.16,79.76,94.17,77.56
11/22/2018,176.78,106.5,317.32,123.87,44.89,75.09,113.03,#N/A N/A,192.6,169.3,118.57,47.03,141.99,107.64,48.73,182.72,198.69,74.79,103.11,72.37,43.1,91.41,127.76,260.55,125.71,134.42,59.16,79.76,94.17,77.56
11/23/2018,172.29,105.74,312.32,122.32,44.54,75.18,112.08,#N/A N/A,189.1,168.85,117.19,46.54,142.23,106.65,49.02,181.93,196.8,74.67,103.07,71.49,43.14,91.54,126.6,261.62,129.04,132.87,58.64,80.81,95.1,75.49
11/26/2018,174.62,109.68,316.36,124.8,45.57,77.84,112.55,#N/A N/A,194.34,169.82,119.56,47.45,141.37,109.26,48.87,183.89,199.86,75.44,106.47,72.71,43.34,91.94,130.34,266.16,127.98,135.94,59.17,81.7,95.15,76.98
11/27/2018,174.24,110.11,318.03,124.6,46.12,79.5,113.9,#N/A N/A,193.65,173.22,120.03,48.07,143.22,109.72,49.37,184.63,200.69,76.34,107.14,72.09,44.07,92.72,129.61,271.15,122.68,135.91,60.65,83.52,95.04,77.05
11/28/2018,180.94,112.89,333.5,130.77,47.29,80.27,116.1,#N/A N/A,198.35,177.43,123,48.86,146.44,110.94,49.71,187.85,204.34,77.23,111.12,74.66,44.9,93.01,130.7,280.95,122.73,141.38,60.06,84.64,97.46,78.45
11/29/2018,179.55,111.31,342.56,130.23,47.34,80,116.61,#N/A N/A,194.85,175.66,121.48,47.7,145.85,110.06,48.98,189.26,204.56,77.91,110.19,74.34,45.51,92.82,130.63,282.55,121.2,139.1,59.45,84.85,97.29,79.06
11/30/2018,178.58,112.27,346.76,135.67,47.87,80.2,115.49,#N/A N/A,190.69,180.32,124.27,49.31,146.9,111.19,50.4,188.51,207.92,79.34,110.89,75.12,46.23,94.51,130.37,281.36,121.84,141.71,60.3,84.67,97.65,79.5
12/3/2018,184.82,112.36,359.96,138.95,48.74,79.52,115.74,#N/A N/A,191.63,181.74,125.31,50.13,146.21,112.24,49.69,185.37,208.76,79.22,112.09,77.94,45.99,93.32,130.11,286.33,123.6,145,58.16,85.69,98.75,81.22
12/4/2018,176.69,107.64,342.5,129.32,47.35,78.91,112.87,#N/A N/A,184.31,175.3,121.6,47.75,146.03,107.23,49.58,185.04,202.2,78.21,108.52,75.79,45.14,93.31,126.69,278.55,120.87,138.64,58.09,82.82,95.81,79.43
12/5/2018,176.69,107.64,342.5,129.32,47.35,78.91,112.87,#N/A N/A,184.31,175.3,121.6,47.75,146.03,107.23,49.58,185.04,202.2,78.21,108.52,75.79,45.14,93.31,126.69,278.55,120.87,138.64,58.09,82.82,95.81,79.43
12/6/2018,174.72,108.25,331.9,128.37,48.39,76.57,114.33,#N/A N/A,184.09,175.96,123.91,48.37,145.91,105.19,49.38,185.45,202.68,78.37,109.19,75.54,44.98,93.55,125.41,276.85,121.45,141.05,58.08,82.94,94.77,78.39
12/7/2018,168.49,106.68,323.22,123.55,46.44,74.09,111.98,#N/A N/A,179.67,172.79,119.34,46.24,145.43,103.29,49.09,182.96,198.24,76.72,104.82,73.34,43.92,92.45,123.56,269.18,119.45,137.11,57.68,81.19,93.19,77.64
12/10/2018,169.6,105.79,326.35,123.39,46.86,73.34,111.86,#N/A N/A,178.83,171.69,121.13,47.21,145.26,101.36,49.24,184.65,198.32,77.42,107.59,72.51,44.4,93.03,123,266.53,119.41,137.88,58.27,81.16,93.94,76.54
12/11/2018,168.63,105.4,322.03,123.24,47.09,73.41,111.97,#N/A N/A,176.8,172.21,120.89,47.38,146.5,100.37,49.54,183.59,197.46,77.11,108.59,73.57,44.01,93.91,120.97,267.22,118.93,136.81,58.85,81.81,93.85,76.68
12/12/2018,169.1,107.48,326.69,125.37,47.42,74.5,112.21,#N/A N/A,176.7,174.21,121.16,47.83,147.1,101.02,49.22,183.48,199.81,78.01,109.08,74.32,44.16,94.03,122.01,270.64,119.66,137.8,57.25,82.44,93.11,76.02
12/13/2018,170.95,106.7,325.47,125.9,47.47,73.37,113.39,#N/A N/A,175.92,173.87,120.73,48.29,147.84,101.12,49.47,186.43,202.13,79.01,109.45,72.93,44.57,96.49,121.5,272.15,119.25,137.54,57.09,82.32,92.96,76.98
12/14/2018,165.48,105.7,318.75,126.77,45.82,71.88,112.2,#N/A N/A,172.77,172.29,119.9,47.86,133,100.29,49.34,183.29,196.1,76.48,106.03,72.53,43.8,96.64,120.55,265.02,118.8,135.09,57.08,78.74,91.85,75.58
12/17/2018,163.94,101.18,316.13,124.47,44.2,70.69,110.62,#N/A N/A,168.01,167.97,116.1,47.08,129.14,99.01,48.33,180.79,192.82,75.23,102.89,69.9,43.11,92.77,119.93,258.07,115.31,131.4,55.95,76.22,90.77,74.04
12/18/2018,166.07,101.02,328.06,124.27,44.06,69.56,109.45,#N/A N/A,171.5,170.04,116.65,47.74,130.42,98.54,48.32,179.71,194.56,74.33,103.97,71.15,42.4,92.49,119.3,252.97,115.78,132.66,55.65,75.48,91.08,72
12/19/2018,160.89,98.77,319.55,122.33,43.14,68.59,109.22,#N/A N/A,169.25,167.56,116.43,45.57,127.61,97.29,47.9,179.16,189.96,73.77,103.69,68.97,41.97,91.76,119.16,250.31,113.8,131.26,55.86,73.29,90.55,70.78
12/20/2018,156.83,95.77,313.05,121.55,42.49,66.48,107,#N/A N/A,168.41,164.16,113.02,45.54,128.27,96.45,47.54,173.68,187.38,73.49,101.51,67.53,41.95,90.98,117.32,242.44,109.62,128.76,55.07,69.61,87.28,68.63
12/21/2018,150.73,91.33,304.55,120.07,41.85,63.7,104.22,#N/A N/A,160.05,160.48,110.94,44.84,128.09,94.17,47.57,174.15,183.75,72.9,98.23,72.37,41.93,90.97,116.06,238.34,106.18,124.26,54.92,67.26,87.13,68.12
12/24/2018,146.83,89.5,294.16,116.95,40.28,62.92,100.35,#N/A N/A,156.35,158.14,107.57,43.59,122.84,92.14,45.96,170.28,178.62,71.15,94.13,68.1,40.55,87.36,112.63,232.94,102.06,121.73,53.05,65.26,85.82,65.51
12/25/2018,146.83,89.5,294.16,116.95,40.28,62.92,100.35,#N/A N/A,156.35,158.14,107.57,43.59,122.84,92.14,45.96,170.28,178.62,71.15,94.13,68.1,40.55,87.36,112.63,232.94,102.06,121.73,53.05,65.26,85.82,65.51
12/26/2018,157.17,93.84,313.93,124.76,42.47,65.41,105.83,#N/A N/A,162.93,168.28,111.39,46.19,126.71,95.96,46.94,174.03,186.26,74,100.56,73.01,42.19,90.09,117.17,243.35,106.01,130.23,54.44,67.72,90.41,68.64
12/27/2018,156.15,94.68,317.14,126.67,42.91,65.24,106.52,#N/A N/A,165.41,170.32,113.78,46.36,127.41,97.04,47.53,175.71,190.7,75.38,101.18,73.67,42.85,92.02,118.67,245.97,105.76,132.01,55.15,68.36,91.59,68.94
12/28/2018,156.23,94.42,316.38,125.61,42.77,65.19,107.3,#N/A N/A,163.03,170.22,113.03,46.75,127.27,96.83,47.2,175.56,189.37,75.37,100.39,73.34,42.96,91.18,118.24,246.24,105.34,130.94,55.27,68.05,92.13,68.17
12/31/2018,157.74,95.32,322.5,127.07,43.33,65.52,109.65,#N/A N/A,167.05,171.82,113.67,46.93,129.05,97.62,47.35,177.57,190.54,76.41,101.57,74.14,43.65,91.92,119.75,249.12,106.48,131.94,56.22,68.33,93.15,68.19
1/1/2019,157.74,95.32,322.5,127.07,43.33,65.52,109.65,#N/A N/A,167.05,171.82,113.67,46.93,129.05,97.62,47.35,177.57,190.54,76.41,101.57,74.14,43.65,91.92,119.75,249.12,106.48,131.94,56.22,68.33,93.15,68.19
1/2/2019,157.92,95.68,323.81,126.38,42.95,65.58,108.97,#N/A N/A,172.03,172.41,115.21,47.08,127.75,99.31,46.93,176.06,190.95,75.59,101.12,74.06,43.25,91.28,117.37,243.49,108.3,132.92,56.02,68.04,93.34,69.69
1/3/2019,142.19,93.43,310.9,121.51,41.07,65.23,106.33,#N/A N/A,169.51,168.61,112.91,44.49,125.72,97.11,46.64,174.9,183.76,74.04,97.4,72.75,42.04,90.64,115.26,236.85,103.48,128.13,56.22,67.33,92.86,68.62
1/4/2019,148.26,97.64,327.08,128.15,42.92,66.82,109.61,#N/A N/A,175.05,173.62,117.32,47.22,127.83,100.69,47.57,178.28,191.32,76.27,101.93,74.65,43,92.49,118.68,239.62,107.02,133.65,56.36,69.57,93.44,71.15
1/7/2019,147.93,98.17,328.11,128.23,43.21,68.61,110.56,#N/A N/A,176.02,177.04,118.15,47.44,127.01,100.76,46.95,180.22,190.88,75.43,102.06,75.72,43.23,92.12,118.3,240.08,106.97,136.06,56.72,69.97,94.54,71.52
1/8/2019,150.75,98.65,340.53,129.77,43.56,68.53,111.42,#N/A N/A,175.37,177.89,119.83,47.74,129.96,100.57,47.48,180.6,191.68,75.99,102.8,76.73,43.43,92.46,117.84,243.29,108.9,136.8,58.38,71.37,95.2,72.04
1/9/2019,153.31,98.83,343.83,130.27,43.32,66.04,112.67,#N/A N/A,176.47,179.73,120.69,48.01,128.93,100.4,46.57,180.29,192.3,75.41,104.27,76.59,43.34,90.95,118.68,243.64,109.32,138.41,57.05,72.23,94.89,72.42
1/10/2019,153.8,98.26,352.61,132.96,43.24,65.55,112.8,#N/A N/A,176,179.06,121.79,48.56,129.71,100.39,47.07,181.55,193.6,74.48,103.6,76.42,42.31,91.17,120.27,244.87,110.41,138.67,57.6,72.48,94.96,72.05
1/11/2019,152.29,98.55,352.9,132.1,43.49,65.81,112.65,#N/A N/A,176.93,179.41,121.46,48.93,129.75,99.91,47.34,182.37,192.21,74.9,102.8,76.04,42.88,91.77,120.47,247.67,109.95,138.06,58.02,71.71,94.84,71.72
1/14/2019,150,98.44,350.36,131.8,43.21,65.34,112.42,#N/A N/A,178.72,178.81,120.39,48.35,128.28,100.94,47.15,181.22,192.17,73.37,102.05,76.09,42.37,91.15,120.58,248.06,110.85,137.1,58.03,70.65,94.95,71.63
1/15/2019,153.07,97.99,352.24,130.69,44.02,63.74,111.76,#N/A N/A,179.91,176.47,121.73,48.6,129.36,101.68,47.57,181.02,188.94,74.5,105.01,77.88,42.73,92.01,121.82,256.87,111.06,137.34,58.1,71.79,96.25,71.67
1/16/2019,154.94,99.41,352.06,131.66,43.96,63.92,110.91,#N/A N/A,197.08,177.04,121.62,48.13,128.04,102.5,46.92,179.35,189.48,74.61,105.38,77.68,42.11,91.37,122.3,261.46,110.87,137.34,57.08,72,96.35,71.64
1/17/2019,155.86,99.49,359.09,134.54,44.21,63.37,111.01,#N/A N/A,199.09,174.87,122.19,48.47,129.09,102.92,47.06,181.11,191.71,75.6,106.12,79.13,42.47,90.64,122.94,259.77,112.77,137.28,56.83,71.99,96.74,72.13
1/18/2019,156.82,100.48,364.73,136.6,45.03,65.52,111.04,#N/A N/A,202.54,179.58,123.82,49.19,130.69,104.59,47.61,182.57,195.86,75.87,107.71,80.45,42.53,91.42,124.01,265.5,113.9,138.5,57.09,72.43,97.73,72.99
1/21/2019,156.82,100.48,364.73,136.6,45.03,65.52,111.04,#N/A N/A,202.54,179.58,123.82,49.19,130.69,104.59,47.61,182.57,195.86,75.87,107.71,80.45,42.53,91.42,124.01,265.5,113.9,138.5,57.09,72.43,97.73,72.99
1/22/2019,153.3,99.83,357.9,132.24,44.78,64.92,110.6,#N/A N/A,197.68,177.11,122.52,48.27,128.8,102.94,47.72,184.57,192.26,75.83,105.68,80.75,42.27,90.44,122.36,265.69,111.06,138.05,56.99,71.59,97.49,71.89
1/23/2019,153.92,99.71,358.61,131.82,45.46,66.11,111.12,#N/A N/A,196.9,176.89,132.89,47.94,128.8,102.68,48.27,186.09,192.29,75.44,106.71,80.5,42.16,94.84,123.02,267.02,117.04,137.01,57.76,71.71,98.71,71.3
1/24/2019,152.7,99.72,358.27,132.73,45.61,64.98,110.55,#N/A N/A,197.8,177.29,132.53,49.76,127.03,102.74,47.69,187.37,192.52,73.17,106.2,80.44,40.95,94.3,124.38,266.13,115.56,137.7,57.07,71.32,98.36,71.4
1/25/2019,157.76,100.77,364.2,136.86,46.13,65.45,111.09,#N/A N/A,200.74,180.4,133.97,47.04,128.23,103.39,47.37,184,195.9,72.95,107.17,80.61,40.64,93.6,124.98,268.05,115.81,138.67,56.4,71.89,96.94,71.72
1/28/2019,156.3,100.38,362.97,124.37,45.75,65.24,110.81,#N/A N/A,199.72,179.83,134.27,46.71,128.99,103.88,47.17,183.6,193.2,72.92,105.08,80.32,39.53,93.52,125.03,266.77,115.08,135.99,55.07,71.58,97.06,71.24
1/29/2019,154.68,100.96,364.91,126.53,45.96,65.54,110.9,#N/A N/A,200.5,179.69,134.33,46.54,130.33,104.17,47.4,182.17,196.95,73.23,102.94,80.22,40.77,93.54,124.82,267.34,117.84,135,53.28,71.5,96.71,71.51
1/30/2019,165.25,102.67,387.72,130.11,46.71,65.96,110.13,#N/A N/A,202.48,182.18,134.38,47.54,131.64,104.41,47.86,181.77,199.27,73.37,106.38,81.28,41.58,94.52,125.88,270.37,119.12,137.6,54,71.61,94.8,72.29
1/31/2019,166.44,102.7,385.62,133.16,47.29,65.55,111.52,#N/A N/A,198.01,183.53,134.42,47.12,133.08,103.5,48.13,178.78,200.3,74.43,104.43,81.88,42.45,96.47,125.54,270.2,118.07,135.01,55.06,72.26,95.83,73.28
2/1/2019,166.52,103.06,387.43,130.91,47.34,65.22,111.3,#N/A N/A,196.54,184.37,134.1,48.73,134.2,103.88,48.7,176.72,199.16,76.45,102.78,81.51,42.88,97.47,126.49,268.72,118.98,140.15,54.55,71.88,93.86,75.92
2/4/2019,171.25,103.42,397,130.88,47.35,65.91,111.8,#N/A N/A,197.72,186.43,135.19,49.22,132.88,104.25,49.25,177.55,200.21,76.87,105.74,81.99,42.44,98.03,126.04,268.21,119.14,141.5,54.04,71.46,94.77,74.82
2/5/2019,174.18,103.9,410.18,132,47.26,65.67,112.66,#N/A N/A,198.01,186.39,135.55,50.01,132.88,103.79,49.26,177.57,201.12,77.15,107.22,82.86,42.11,97.44,126.18,266.31,120.77,142.53,54.14,71.31,95.6,75.59
2/6/2019,174.24,104.96,411.11,130.54,47.48,66.03,111.41,#N/A N/A,196.62,184.72,136.32,49.9,133,103.74,49.26,176.18,202.57,77.39,106.03,82.71,42.33,97.92,125.55,269.5,121.36,141.49,53.79,71.47,95.64,75.26
2/7/2019,170.94,104.39,405.17,128.78,46.7,65.75,110.95,#N/A N/A,193.07,184.07,133.19,49.23,132.05,102.38,49.42,175.28,199.84,76.82,105.27,82.39,41.7,97.14,126.76,269,120.72,140.17,53.57,71.2,96.73,74.68
2/8/2019,170.41,104.52,404.91,128.6,47.19,65.01,111.51,#N/A N/A,191.67,184.54,133.71,48.84,132.4,101.36,49.5,174.75,199.82,77.52,105.67,82.36,42.23,97.71,125.79,261.9,122.49,140.38,53.95,70.12,95.58,73.98
2/11/2019,169.43,105.41,403.95,128.93,47.58,65.1,109.44,#N/A N/A,191.33,182.92,133.99,48.77,132,100.88,49.61,174.26,200.91,76.71,105.25,83.68,41.68,98.27,125.42,257.14,122.72,140.8,54.05,70.47,96.2,74.1
2/12/2019,170.89,107,410.72,132.67,47.89,67.01,109.2,#N/A N/A,194.49,185.52,136.05,50.01,134.16,102.6,49.66,173.97,206.57,78.52,106.89,84.71,41.87,99.26,127.26,263.5,123.98,141.99,54.42,71.56,96.97,75.4
2/13/2019,170.18,107.56,410.58,133.1,47.5,67.79,110.2,#N/A N/A,194.69,188.41,137.52,50.47,134.45,103.09,49.79,174.15,209.72,79.02,106.81,85.4,41.7,99.24,128.04,263.8,124.42,143.49,54.48,72.43,97.94,76.25
2/14/2019,170.8,106.62,409.82,132.62,48.4,67.69,110.66,#N/A N/A,192.53,187.71,136.48,50.81,134.31,102.42,45.59,175.87,204.93,78.94,106.9,84.68,41.97,98.46,126.93,265.33,124.13,143.16,54.03,72.11,98.52,76.27
2/15/2019,170.42,107.38,417.97,136.2,49.43,69.53,112.59,#N/A N/A,198.5,192.39,138.03,51.66,136.38,105.55,45.24,179.97,208.86,79.81,108.22,85.38,42.4,98.48,128.74,271.13,127.76,144.91,55.16,73.43,99.99,77.71
2/18/2019,170.42,107.38,417.97,136.2,49.43,69.53,112.59,#N/A N/A,198.5,192.39,138.03,51.66,136.38,105.55,45.24,179.97,208.86,79.81,108.22,85.38,42.4,98.48,128.74,271.13,127.76,144.91,55.16,73.43,99.99,77.71
2/19/2019,170.93,106.5,416.26,135.8,49.65,69.88,113.51,#N/A N/A,198.67,192.33,138.7,51.4,135.69,105.18,44.83,179.25,208.41,79.24,108.17,84.57,42.6,99.99,129.1,270.41,128.64,144.44,55.44,74.43,102.2,78.23
2/20/2019,172.03,106.78,421.55,140.31,49.63,64.22,113.68,#N/A N/A,198.6,191.85,138,51.39,136.35,105.69,45.1,180.49,208.53,79.43,107.15,84.84,42.2,99.28,129.74,269.51,128.43,144.73,55.76,71.8,99.88,78.53
2/21/2019,171.06,106.61,417.58,138.88,49.41,62.35,114.29,#N/A N/A,196.36,191.82,137.84,51.41,135.42,105.47,45.86,182.81,207.77,79.83,109.41,83.95,42.14,99.78,129.82,266.4,126.32,144,56.15,70.47,99.39,77.82
2/22/2019,172.97,107.44,424.05,138.68,50.11,61.95,115.25,#N/A N/A,196,192.39,139.25,52.49,136.6,105,45.28,183.17,209.35,80.77,110.97,84.76,42.96,100.25,131.02,267.11,127.77,145.87,56.92,70.43,99.55,78.42
2/25/2019,174.23,106.93,426.87,141.41,50.79,61.23,113.59,#N/A N/A,198.65,189.98,139.46,53.1,136.2,106.1,44.94,182.61,210.58,80.38,111.59,85.17,43.08,99.57,132.49,264.6,128.27,146.06,56.78,71.31,99.12,78.5
2/26/2019,174.33,106.94,426.77,137.98,51.18,60.68,113.5,#N/A N/A,198.9,188.3,139.72,53.23,136.11,105.29,44.69,183.21,209.38,80.74,112.36,85.8,43.02,99.83,133.27,262.98,127.19,147.04,56.64,71.48,98.69,78.66
2/27/2019,174.87,107.42,435.44,139.58,51.59,58.5,112.78,#N/A N/A,198.1,183.67,139.17,53.24,135.87,105.16,44.94,183.36,209.03,80.62,112.17,86.17,42.93,98.91,132.62,250.08,126.9,147.22,56.72,71.37,98.11,79.47
2/28/2019,173.15,107.74,439.96,137.34,51.77,57.83,112.84,#N/A N/A,196.7,185.14,138.13,52.96,136.64,104.36,45.34,183.84,207.39,81.29,112.03,85.73,43.35,98.55,132.91,242.22,125.67,148.12,56.92,71.19,98.99,79.03
3/1/2019,174.97,108.9,440.62,137.47,51.41,58.13,114.01,#N/A N/A,198.2,185.17,139.2,53.3,138.35,104.43,45.38,185.05,207.49,81.65,112.53,87.16,43.36,98.44,133.03,246.15,125.77,149.47,56.96,66.61,97.93,80
3/4/2019,175.85,109,432.69,138.35,51.16,55.96,114.33,#N/A N/A,195.98,183.81,138.43,53.94,138.48,104.19,45.65,180.59,206.86,81.37,112.26,85.64,43.07,98.87,132.15,236.02,125.74,147.96,56.24,64.74,97.85,80.31
3/5/2019,175.53,108.85,430.12,137.14,51.3,54.96,114,#N/A N/A,196,184,137.88,53.68,138.77,104.11,45.6,181.35,203.84,81.7,111.7,85.44,42.89,99.09,132.69,241.43,125.94,147.95,56.08,63.4,98.34,80.19
3/6/2019,174.52,108.98,424.46,134.83,51.67,54,114.85,#N/A N/A,194.74,184.45,136.98,52.95,139.09,103.72,45.45,182.03,202.8,80.76,111.75,85.13,41.86,98.93,131.8,239.07,125.39,147.81,55.68,61.1,98.26,79.28
3/7/2019,172.5,107.86,422.56,132.8,51.29,52.36,114.01,#N/A N/A,192.77,182.51,135.36,52.6,138.24,102.97,45.28,180.52,199.86,80.45,110.39,85.26,41.39,98.55,131.49,236.7,124.46,146.83,56.3,59.79,97.45,80.16
3/8/2019,172.91,107.98,422.54,131.35,51.07,52.93,113.81,#N/A N/A,195.24,181.23,135.09,52.48,138.06,103.01,44.84,179.5,200.89,79.8,110.51,84.8,40.89,98.41,131.02,237.29,124.02,147.35,56.53,59.9,97.59,79.01
